EIN,NAME,ICO,STREET,CITY,STATE,ZIP,GROUP,SUBSECTION,AFFILIATION,CLASSIFICATION,RULING,DEDUCTIBILITY,FOUNDATION,ACTIVITY,ORGANIZATION,STATUS,TAX_PERIOD,ASSET_CD,INCOME_CD,FILING_REQ_CD,PF_FILING_REQ_CD,ACCT_PD,ASSET_AMT,INCOME_AMT,REVENUE_AMT,NTEE_CD,SORT_NAME
660915379,AYUDA UNA PATITA,% KATIA SANCHEZ SOTO,HC 2 BOX 8479,YABUCOA,PR,00767-9597,0000,03,3,1240,202301,1,15,000000000,1,01,202512,0,0,02,0,12,0,0,0,D99,
660915409,GUAM SEVENTH-DAY ADVENTIST CLINIC INC,% DONALD LLOYD JR,388 YPAO RD,TAMUNING,GU,96913-3701,1071,03,9,7000,194704,1,10,211029000,1,01,,0,0,06,0,12,,,,,
660915525,GUAM SEVENTH-DAY ADVENTIST HOLDING CORPORATION,% DONALD LLOYD JR,388 YPAO RD,TAMUNING,GU,96913-3701,1071,03,9,7000,194704,1,10,211029000,1,01,,0,0,06,0,12,,,,,
660915625,DEPARTAMENTO DE LA COMIDA DE PUERTO RICO,% MIRGERY MEDINA,PO BOX 6856,CAGUAS,PR,00726-6856,0000,03,3,1000,202002,1,15,000000000,1,01,202412,4,4,01,0,12,262525,455921,455921,P20,
660915769,YOUTH FOR CHRIST PR INC,% XAVIER BADILLO,PO BOX 1833,ISABELA,PR,00662-1833,0000,03,3,7000,201903,1,16,000000000,1,01,202412,6,5,01,0,12,1023863,508138,508138,O55,
660915999,PAE MA LE AULI,,PO BOX 6511,PAGO PAGO,AS,96799-6284,0000,03,3,1000,202302,1,16,000000000,1,01,202412,0,0,02,0,12,0,0,0,P01,
660916171,SORDOS UNIDOS DE PUERTO RICO INC,% ADRIANA M RIVERA GUINAND,PO BOX 526,MERCEDITA,PR,00715-0526,0000,03,3,2000,202105,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,A20,
660916280,INSTITUTE FOR SOCIAL CHANGE,% EUGENE FARRELL,PO BOX 303183,ST THOMAS,VI,00803-3183,0000,03,3,1000,202308,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,O50,
660916426,IGLESIA LUTERANA MISIONERA INC,,PO BOX 9024118,SAN JUAN,PR,00902-4118,0000,03,3,7000,202410,1,10,000000000,1,01,,0,0,06,0,12,,,,X21,
660916763,FUNDACION EDUCAMOS CON AMOR INC,% GLORIVEE AVILES RIVERA,PO BOX 80136,COROZAL,PR,00783-8136,0000,03,3,2700,202109,1,15,000000000,1,01,202512,2,3,01,0,12,24140,84052,84052,P20,
660916992,GRUPO TORTUGUERO 7 QUILLAS SAN JUAN INC,% HILDA M BENITEZ,PO BOX 8017,SAN JUAN,PR,00910-0017,0000,03,3,1240,202102,1,16,000000000,1,01,202512,0,0,02,0,12,0,0,0,D31,
660917000,SUMMERVAL VI CULTURE SEEKERS INC,% CHRISTINA LEE,PO BOX 791,ST THOMAS,VI,00804-0791,0000,03,3,1000,202511,1,16,000000000,1,01,,0,0,02,0,12,,,,A23,
660917116,CARIBBEAN PREPAREDNESS AND RESPONSE CPR INC,% JOSE L RODRIGUEZ,CARR 185 KM 1 7,CANOVANAS,PR,00729-0000,0000,03,3,1000,201905,1,16,000000000,1,01,202412,0,0,02,0,12,0,0,0,P60,
660917165,IGLESIA DEFENSORES DE LA FE DE BARRAZAS INC,% JONATAN BIRRIEL,PMB 119 390 CARR 853,CAROLINA,PR,00987-8836,0000,03,3,1257,202509,1,15,000000000,1,01,202512,0,0,02,0,12,0,0,0,X20,
660917215,ALLIANCE FOR AGRICULTURE CORP,% MIGUEL MARXUACH,PO BOX 2181,OROCOVIS,PR,00720-2181,0000,03,3,1000,201906,1,16,000000000,1,01,202412,4,5,01,0,12,274556,551301,551301,K02,
660917490,MERCY FOR SATOS INC,,HC 3 BOX 8592,BARRANQUITAS,PR,00794-8672,0000,03,3,1400,201904,1,16,000000000,1,01,202512,0,0,02,0,12,0,0,0,D20,MERCY FOR SATOS
660917833,DFG COMMUNITY IMPACT FOUNDATION OF THE VIRGIN ISLANDS,,PO BOX 9124,ST THOMAS,VI,00801-2124,0000,03,3,1000,202504,1,16,000000000,1,01,202501,0,0,02,0,01,0,0,0,B80,
660917941,AMERICAN SAMOA ECONOMIC COUNCIL,% CARE OF JOHN WASKO,4099 NUUULI,PAGO PAGO,AS,96799-0000,0000,03,3,1800,202509,1,15,000000000,1,01,,0,0,02,0,12,,,,J20,
660918040,FETE-AH-HOLIC CARNIVAL TROUPE INC,% HORACE PEETS,7812 ESTATE TUTU VLY,CHARLOTTE AMA,VI,00802-1960,0000,03,3,1000,202511,1,16,000000000,1,01,,0,0,02,0,06,,,,A20,
660918146,CARIBBEAN CANINE ACADEMY,% CHERYL A DELOACH RIVERA,3 CALLE GLADIOLA,CAROLINA,PR,00987-2200,0000,03,3,1200,202001,1,16,000000000,1,01,202412,3,4,01,0,12,63386,321491,321491,D61,
660918192,SANTUARIO DE GATOS PROVERBIOS 12-10,,HC 2 BOX 8960,AIBONITO,PR,00705-9613,0000,03,3,1400,201912,1,16,000000000,1,01,202512,0,0,02,0,12,0,0,0,D20,AKA AS PROVERBS 12-10 CAT SANCTUARY
660918357,ECOS DE VIDA,,COND ARCOS DE SUCHVILLE C/3 APT 313,GUAYNABO,PR,00966-0000,0000,03,3,3800,202309,1,15,000000000,1,01,202412,1,2,02,0,12,3399,11540,11540,B90,
660918626,BRIGADAS COMUNITARIAS INC,% TAMARIS HIDALGO,PO BOX 191359,SAN JUAN,PR,00919-1359,0000,03,3,1000,202001,1,15,000000000,1,01,202512,0,0,02,0,12,0,0,0,S20,
660918832,ASOCIACION DE ESTUDIANTES DE CONTABILIDAD,% ANIBAL BAEZ-AEC,15 AVE UNIVERSIDAD STE 1501,SAN JUAN,PR,00925-2535,0000,03,3,2000,202210,1,16,000000000,5,01,202412,0,0,02,0,12,0,0,0,B03,AEC
660918837,CENTRO TRANSFORMACION SOCIAL,% IVAN A CHARDON,1048 LAS PALMAS 309,SAN JUAN,PR,00907-0000,0000,03,3,2000,202204,1,16,000000000,1,01,202412,0,0,02,0,12,0,0,0,W99,
660918842,FUNDACION VERDE AGUACATE INC,,1094 URB SANTA RITA CALLE RAMIREZ P,SAN JUAN,PR,00925-0000,0000,03,3,1200,202312,1,15,000000000,1,01,202512,0,0,02,0,12,0,0,0,A99,
660919116,ONE S O U L INC,% JONATAN DOMENECH LUNA,WILLAIM FUERTES 73B CALLE 3,CATANO,PR,00962-0000,0000,03,3,1250,202108,1,15,000000000,1,01,202512,0,0,02,0,12,0,0,0,P28,
660919191,FUNDACION SOY UNICA SOY LIBRE INC,% YAMILY ORTIZ,BOSQUES DE LA SIERRA F3 COQUI MELOD,CAGUAS,PR,00725-0000,0000,03,3,1000,202202,1,15,000000000,1,01,202512,0,0,02,0,12,0,0,0,S19,FUNDACION SOY UNICA SOY LIBRE
660919539,SEMBRANDO SENTIDO INC,% ISSEL M MASSES FERRER,PO BOX 9023191,SAN JUAN,PR,00902-3191,0000,03,3,1000,202006,1,15,000000000,1,01,202412,4,4,01,0,12,213631,460511,460511,Q32,
660919603,DISABLED AMERICAN VETERANS AUXILIARY INC,% MARTHA LAMBOY,PO BOX 284,CATANO,PR,00963-0000,2473,04,9,1000,197310,1,00,908921000,5,01,202306,0,0,02,0,06,0,0,0,,16 CSM J RODRIGUEZ UNIT
660919654,LIVEWIRE SPORTS INC,,PO BOX 302973,CHARLOTTE AMA,VI,00803-2973,0000,03,3,2000,202006,1,15,000000000,1,01,202512,0,0,02,0,12,0,0,0,N99,
660919725,VI VYBE INC,,PO BOX 304215,ST THOMAS,VI,00803-4215,0000,03,3,1200,201904,1,15,000000000,1,01,202512,0,0,02,0,12,0,0,0,A20,
660919823,SOCIAL HOLDING FOUNDATION CORP,,1835 PONCE DE LEON AVE SUITE 211,SAN JUAN,PR,00909-0000,0000,03,3,1000,202410,1,23,000000000,1,01,202406,8,6,01,0,06,10012760,4504356,4504356,O11,
660920200,LOVES ANIMAL RESCUE,,PO BOX 1052,SAINT JUST,PR,00978-1052,0000,03,3,1400,201905,1,15,000000000,1,01,202402,0,0,02,0,02,0,0,0,D03,
660920244,EDWIN MANUEL DEL VALLE RODRIGUEZ INC,% ARACELI RODRIGUEZ FIGUEROA,4 CALLE 1,LAS PIEDRAS,PR,00771-3109,0000,03,3,1200,202509,1,15,000000000,1,01,202512,0,0,02,0,12,0,0,0,P11,
660920285,A TI MUJER IMPARABLE INC,% MARISEL NIEVES,PO BOX 3667,SAN SEBASTIAN,PR,00685-7012,0000,03,3,1000,201906,1,16,000000000,1,01,202512,0,0,02,0,12,0,0,0,P99,
660920517,ARTE Y CULTURA DEL CARIBE INC,% ALVARO CALDERON,PO BOX 9020479,SAN JUAN,PR,00902-0479,0000,03,3,1230,202107,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,A20,
660920607,AFFORDABLE HOUSING FUND FOR PUERTO RICO INC,,1607 AVE PONCE DE LEON,SAN JUAN,PR,00909-1820,0000,03,3,1000,202004,1,15,000000000,1,01,202412,4,4,01,0,12,217726,218655,218655,L12,
660920674,FUNDACION JEDA GROUP INC,% DIXIE M ACOSTA,66 CALLE LORENZA BIZO,PONCE,PR,00716-7426,0000,03,3,1000,201905,1,04,000000000,1,01,202512,1,1,00,1,12,1,1,,M20,
660920801,5 SENTIDOS PR CORP,,SAN JUAN 00926,PUERTO RICO,,00000-0000,0000,03,3,1200,202510,1,15,000000000,5,01,202312,2,3,01,0,12,15593,82187,66513,B12,
660920957,LIFE INTERNATIONAL INC,% P O BOX 438 FLORIDA PR 00650,CARR 682 KM 105 FACTOR 2,ARECIBO,PR,00618-0000,0000,03,3,1200,202406,1,16,000000000,1,01,202412,0,0,02,0,12,0,0,0,A99,
660921071,WILDFLOWER FOUNDATION,% LISBETH GONZALEZ,CALLE ATOCHA ESQUINA VICTORIA NUMER,PONCE,PR,00730-0000,6267,03,9,2000,201704,1,11,000000000,1,01,202506,4,2,02,0,06,339378,21995,21995,B28,FLOR DE LOTO MONTESSORI CORP
660921144,LAND HEART PROJECT PUERTO RICO CORP,,HC 3 BOX 14387,YAUCO,PR,00698-9644,0000,03,3,1000,202003,1,15,000000000,1,01,202312,0,0,02,0,12,0,0,0,K20,LAND HEART PROJECT
660921163,INITIATIVE FOR CIVIC ADDRESS SYSTEMS ASSESSMENT IN PUERTO RICO,% ICASAPR,PO BOX 366902,SAN JUAN,PR,00936-6902,0000,03,3,1000,201908,1,15,000000000,1,01,202512,0,0,02,0,12,0,0,0,S05,
660921541,IGLESIA CRISTIANA GENESARET INC,,34 AVE E RAMOS ANTONINI,GUAYNABO,PR,00965-5128,0000,03,3,7000,202603,1,15,000000000,1,01,,0,0,02,0,12,,,,X21,
660921599,FUNDACION PERIODISMO SIGLO XXI CORP,% PERIODISMO SIGLO 21 CORP,451 CALLE JOSE A CANALS,SAN JUAN,PR,00918-2724,0000,03,3,3000,202002,1,16,000000000,1,01,202512,0,0,02,0,12,0,0,0,A34,
660921684,SERVICIOS EDUCATIVOS EBENEZER INC,% IRMA I RIVERA RIVERA,JARD DE CASABLANCA,TOA ALTA,PR,00953-0000,0000,03,3,2000,202109,1,16,000000000,1,01,202512,3,4,01,0,12,61542,131656,131656,B90,
660921687,CONGRESSMAN ROBERT GARCIA LEGACY FUND INC,% JANE GARCIA,310 DE DIEGO AVENUE,SAN JUAN,PR,00909-1712,0000,03,3,2000,201911,1,15,000000000,1,01,202312,0,0,02,0,12,0,0,0,B82,
660921700,LRVI FC,% ERIC ORAM,PO BOX 9031,ST THOMAS,VI,00801-2031,0000,03,3,1200,202201,1,16,000000000,1,01,202512,4,5,01,0,12,348642,665568,665568,N64,
660921851,A NEW LIFE MENS CENTER INC,% MICHAEL R BLACKER,HC 1 BOX 10644,COAMO,PR,00769-9714,0000,03,3,7000,201908,1,16,000000000,1,01,202512,3,3,01,0,12,69854,91761,91761,F20,
660921905,CASA DE LOS DEPORTES DE NAGUABO INC,,EXT DIPLO CALLE 16 M33,NAGUABO,PR,00718-0000,0000,03,3,1000,202509,1,16,000000000,1,01,,0,0,02,0,12,,,,N40,
660922699,ENTRE EL PUEBLO,% WILFREDO GUZMAN,PO BOX 207,CHRISTIANSTED,VI,00821-0207,0000,03,3,2000,202105,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,B90,
660922778,CREE INC,% JEAN C COLON,25775 CARR 113,QUEBRADILLAS,PR,00678-7323,0000,03,3,1500,202404,1,04,000000000,1,01,202412,4,5,00,1,12,280514,662780,,P32,
660923275,CHANGEMAKER FOUNDATION INC,% MARIELY RIVERA,352 CALLE SAN CLAUDIO STE 1 PMB 250,SAN JUAN,PR,00926-4144,0000,03,3,1000,202006,1,15,000000000,1,01,202312,3,4,01,0,12,28872,168727,168727,W70,CHANGEMAKER FOUNDATION
660923292,VETRANOS COMBATIENTES DE ARROYO INC,% NELSON MELENDZ GONZALEZ,14 CALLE ESPERANZA,ARROYO,PR,00714-0000,0000,19,3,1000,202006,1,00,000000000,1,01,202505,0,0,02,0,05,0,0,0,W30,
660923330,OFICINA DE AREA DE PR,% MERRI HALLOCK,PO BOX 1304,BAYAMON,PR,00960-1304,0000,03,3,1230,202401,1,16,000000000,1,01,202412,3,3,01,0,12,53782,50567,50567,F20,ALCOHOLICOS ANONIMOS DE PR
660923587,FUNDACION PROTECTORA DE LA CATEDRAL METROPOLITANA DE SAN JUAN,,CALLE DEL CRISTO 151,SAN JUAN,PR,00901-1521,0000,03,3,1000,202005,1,03,000000000,1,01,202412,4,2,00,1,12,111162,10960,,X12,
660923658,RESCATISTAS DE RIO PIEDRAS INC,% YAMARIS LUGO,VILLA CARIBE 263,CAGUAS,PR,00725-0000,0000,03,3,2400,202209,1,16,000000000,1,01,202407,0,0,02,0,07,0,0,0,D20,
660923989,ACCION SOCIAL LUTERANA SIN FRONTERAS,,PO BOX 9024118,SAN JUAN,PR,00902-4118,0000,03,3,1000,201906,1,16,000000000,1,01,202312,1,1,02,0,12,1642,3685,3685,P20,
660924040,AURORA ANGEL NETWORK,% ERNESTO E FUENTES,PO BOX 9023596,SAN JUAN,PR,00902-3596,0000,03,3,1000,201906,1,16,000000000,1,01,202512,2,0,02,0,12,21290,0,0,Y12,
660924121,KOREAN FOUNDATION OF PUERTO RICO CORP,% SUYON YI,1052 ASHFORD AVENUE APT 14B,SAN JUAN,PR,00907-1258,0000,03,3,1200,201907,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,S20,
660924847,PARCELERAS AFROCARIBENAS POR LA TRANSFORMACION BARRIAL INC,,PO BOX 1321,SAINT JUST,PR,00978-1321,0000,03,3,1000,201908,1,16,000000000,1,01,202412,5,4,01,0,12,844676,451215,451215,K02,
660924902,IN THE ZONE ATHLETIC CLUB INC,% MARK DANIEL,9160 ESTATE THOMAS PMB 226,ST THOMAS,VI,00802-3641,0000,03,3,1200,202405,1,15,000000000,1,01,,0,0,02,0,07,,,,N99,
660925088,PUERTO RICOS INITIATIVE FOR STEM MINDS,,HC 4 BOX 7980,AGUAS BUENAS,PR,00703-8859,0000,03,3,2000,201911,1,15,000000000,1,01,202507,0,0,02,0,07,0,0,0,B80,
660925308,SOY LINO FINO,% ROSA M CEPEDA,72 CALLE BETANCES,CANOVANAS,PR,00729-3296,0000,03,3,2000,202405,1,11,000000000,1,01,202412,0,0,02,0,12,0,0,0,B20,
660925847,CORAL WORLD OCEAN AND REEF INITIATIVE INC,,6450 COKI PT,ST THOMAS,VI,00802-1805,0000,03,3,2000,202004,1,15,000000000,1,01,202409,4,6,01,0,09,134524,1319515,1319515,C05,REEF - USVI
660926772,FUNDACION ALTRUISTA BIENVENIDO DE JESUS INC,% GLORIA E DEJESUS-CORREA,C-26 V-82 URB RIO GRANDE ESTATES,RIO GRANDE ESTATES,PR,00745-0000,0000,03,3,1200,202204,1,15,000000000,1,01,202512,0,0,02,0,12,0,0,0,P20,
660926813,PIRATAS ALIADOS SIRVIENDO EN LA EMERGENCIA-PASE CORP,,357 CALLE LAS CUEVITAS,QUEBRADILLAS,PR,00678-2547,0000,03,3,1260,202007,1,16,000000000,1,01,202412,0,0,02,0,12,0,0,0,M20,
660927287,ESPACIOS ABIERTOS PUERTO RICO INC,% ATAVEYRA MEDINA HERNANDEZ,867 AVE MUNOZ RIVERA STE D101,SAN JUAN,PR,00925-2127,0000,03,3,1200,202006,1,15,000000000,1,01,202412,5,5,01,0,12,668717,720262,720262,W24,
660927477,FUNDACION MIMI,% JESSICA HERNANDEZ SANCHEZ,7 RES HATO GRANDE APT 25,SAN LORENZO,PR,00754-4107,0000,03,3,1400,201912,1,16,000000000,1,01,202512,0,0,02,0,12,0,0,0,D20,
660927690,FEDERACION DE ARTESANOS EN PUERTO RICO,,HC 5 BOX 4840,LAS PIEDRAS,PR,00771-9638,0000,03,3,1000,202411,1,16,000000000,1,01,202512,0,0,02,0,12,0,0,0,A40,
660927716,YS KIM FOUNDATION INC,% CHARLES M KIM,6100 RED HOOK QUARTER 2 SUITE A3-1,ST THOMAS,VI,00802-0000,0000,03,3,1000,202011,1,04,000000000,1,01,202512,8,7,00,1,12,12994856,8612313,,T20,
660928101,INSTITUTO DE TRANSFORMACION SOCIAL DE PR,% DRA NORMA IRIS GARCIA MARTINEZ,PO BOX 2684,RIO GRANDE,PR,00745-2684,0000,03,3,1200,202606,1,16,000000000,1,01,,0,0,02,0,12,,,,P80,
660928241,MOLECULAR SCIENCES RESEARCH CENTER INC,% ANA R GUADALUPE,1390 AVE PONCE DE LEON,SAN JUAN,PR,00926-2613,0000,03,3,2000,202211,1,13,000000000,1,01,202506,7,6,01,0,06,7699668,2534045,2534045,U99,
660928372,LEE CONMIGO INC,% GIANLEE MARQUEZ HERNANDEZ,1353 AVE LUIS VIGOREAUX PMB 810,GUAYNABO,PR,00966-2715,0000,03,3,1000,201912,1,16,000000000,1,01,202412,4,4,01,0,12,481076,491227,491227,O50,
660929143,HOGAR HOMELESS & KITCHEN LAS MERCEDITAS CORP,% MERCEDES APELLANIZ,1-2 BORINQUEN 365,CATANO,PR,00962-0000,0000,03,3,1250,202301,1,15,000000000,1,01,202512,0,0,02,0,12,0,0,0,P85,MERCEDES APELLANIZ
660930067,CENTER FOR EDUCATIONAL GROWTH INC,,PO BOX 1548,FREDERIKSTED,VI,00841-1548,0000,03,3,1200,201909,1,16,000000000,1,01,202412,3,4,01,0,12,79685,161716,161716,B11,
660930210,FUNDACION ANTILLES INC,% MARIA AMELIA RUIZ-GONZALEZ,PO BOX 9023752,SAN JUAN,PR,00902-3752,0000,03,3,1000,202205,1,15,000000000,1,01,202412,4,4,01,0,12,129864,227255,227255,B90,FUNDACION ANTILLES
660930438,FUNDACION PROYECTO VIDA INC,% AURORA BONILLA,21 LOMAS DE CAMPO ALEGRE,HUMACAO,PR,00791-3749,0000,03,3,1200,202209,1,15,000000000,1,01,202512,0,0,02,0,12,0,0,0,S20,
660930628,SLICE OF GOOD CORP,% SALVADOR GOMEZ,APT 1493 CALLE LUCHETTI,SAN JUAN,PR,00907-0000,0000,03,3,1000,201909,1,15,000000000,1,01,202512,2,1,02,0,12,16316,502,502,M20,
660930663,SAHARA PROJECT CORP,% CORNELIUS PRIOR,PO BOX 12030,ST THOMAS,VI,00801-5030,0000,03,3,1000,202005,1,15,000000000,1,01,202412,3,1,02,0,12,50858,32,32,C30,
660931082,SAIPAN CARES FOR ANIMALS CNMI,% ELIZABETH PLISCOU,PO BOX 10001 PMB 1022,SAIPAN,MP,96950-8901,0000,03,3,1000,202505,1,16,000000000,1,01,202412,3,4,01,0,12,48707,166953,166953,D40,
660931154,IGLESIA PRESBITERIANA COMUNION INC,,PO BOX 6617,CAGUAS,PR,00726-6617,0000,03,3,7000,202208,1,10,000000000,1,01,,0,0,06,0,12,,,,X21,IGLESIA COMUNION
660931220,QUEBRADILLAS 100 INC,,357 CALLE LAS CUEVITAS,QUEBRADILLAS,PR,00678-2547,0000,03,3,1260,202006,1,16,000000000,1,01,202412,0,0,02,0,12,0,0,0,A20,
660931262,FUNDACION DE MUJERES EN PUERTO RICO,,PO BOX 361308,SAN JUAN,PR,00936-1308,0000,03,3,1000,201911,1,16,000000000,1,01,202506,6,6,01,0,06,1093703,1045283,1045283,T30,
660931439,RAICES Y ACCION INC,,PO BOX 366252,SAN JUAN,PR,00936-6252,0000,03,3,1200,201912,1,15,000000000,1,01,202506,0,0,02,0,06,0,0,0,B90,
660931736,ESTERILIZA TU CALLE INC,% MARILYN MORALES,511 CALLE MARIA LLOVET,SAN JUAN,PR,00918-3355,0000,03,3,1400,202003,1,16,000000000,1,01,202512,1,3,02,0,12,3836,37099,37099,D20,
660931934,IAVI,% IVETTE CARMONA,P47 CALLE RENO,BAYAMON,PR,00956-4826,0000,03,3,2000,202203,1,16,000000000,1,01,202512,1,1,02,0,12,1415,400,400,P82,
660932394,IGLESIA WESLEYANA DE LEVITTOWN,% BENJAMIN GALARCE SANCHEZ,PO BOX 51454,TOA BAJA,PR,00950-1454,2079,03,9,7200,197005,1,10,601030000,5,01,,0,0,06,0,06,,,,,
660932407,FONDO BECAS ESTUDIANTILES INC,,PO BOX 314,AGUADILLA,PR,00605-0314,0000,03,3,2000,202410,1,16,000000000,1,01,202512,0,0,02,0,12,0,0,0,B82,
660932719,FUNDACION CORAZON ELASTICO INC,% JORGE LATORRE,I35 CALLE SULTANA DEL W,BAYAMON,PR,00959-4948,0000,03,3,1000,202309,1,15,000000000,1,01,202412,3,4,01,0,12,44557,127748,127748,,
660933237,BEJUCO,% ROWAN ST CLAIR,PO BOX 367362,SAN JUAN,PR,00936-7362,0000,03,3,1200,201912,1,16,000000000,1,01,202412,4,4,01,0,12,157338,196822,196822,S20,
660933241,IGLESIA WESLEYANA DE DORADO,% FELIX DE LOS SANTOS MEDRANO,415 CALLE S,DORADO,PR,00646-5011,2079,03,9,7200,197005,1,10,601030000,5,01,,0,0,06,0,06,,,,,
660933243,IGLESIA WESLEYANA DE VEGA ALTA,% VICTOR BARREIRO MAYSONET,HC 46 BOX 5448,DORADO,PR,00646-9612,2079,03,9,7200,197005,1,10,601030000,5,01,,0,0,06,0,06,,,,,
660933244,IGLESIA WESLEYANA DE MARISMILLA,% GUILLERMO PEREZ ZABALETA,PO BOX 537,DORADO,PR,00646-0537,2079,03,9,7200,197005,1,10,601030000,5,01,,0,0,06,0,06,,,,,
660933247,IGLESIA WESLEYANA DE PONCE,% WANDA GUZMAN VERA,2109 CALLE COLORADO,PONCE,PR,00728-1824,2079,03,9,7200,197005,1,10,601030000,5,01,,0,0,06,0,06,,,,,
660933248,IGLESIA WESLEYANA DE HUMACO,% LEONCIO MARTE PERALTA,VILLA HUMACAO H 18 CALLE 6,HUMACO,PR,00791-0000,2079,03,9,7200,197005,1,10,601030000,5,01,,0,0,06,0,06,,,,,
660933250,IGLESIA WESLEYANA DE AGUAS BUENAS,% ROBERTO BAEZ GOMEZ,PO BOX 934,AGUAS BUENAS,PR,00703-0934,2079,03,9,7200,197005,1,10,601030000,5,01,,0,0,06,0,06,,,,,
660933288,RIO DE VIDA INTERNACIONAL,,HUMACAO,PUERTO RICO,,00000-0000,0000,03,3,7000,202105,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,
660933383,LEADERS BRANCH,% KENDRA ROACH,PO BOX 12056,ST THOMAS,VI,00801-5056,0000,03,3,1200,202102,1,03,000000000,1,01,202412,4,4,00,1,12,117119,130000,,T20,
660933451,ORGANIZACION SOLIDARIDAD HUMANITARIA INC,% LUCIA SANTANA BENITEZ,PO BOX 11723,SAN JUAN,PR,00922-1723,0000,03,3,1000,202111,1,16,000000000,1,01,202512,0,0,02,0,12,0,0,0,P20,
660933524,SEAT INNOVATION AND ENTREPRENEURSHIP CENTER INC,% JENNIFER M SEQUEIRA,5093 DRONNINGENS GADE STE 5,ST THOMAS,VI,00802-6828,0000,03,3,2000,202005,1,15,000000000,1,01,202512,3,3,01,0,12,37245,63981,63981,S43,
660933627,FUNDACION GOOD BUNNY INC,% BENITO MARTINEZ,PO BOX 8570,SAN JUAN,PR,00910-0570,0000,03,3,1000,202105,1,04,000000000,1,01,202412,5,6,00,1,12,551173,1640894,,T99,
660933674,OHALA ADOPTIONS INCORPORATED,,122 CONCEPTION RD,BARRIGADA,GU,96913-1363,0000,03,3,1000,202010,1,16,000000000,1,01,202312,0,0,02,0,12,0,0,0,,
660933692,USVI EQUESTRIAN EQUINE THERAPY PROJECT INC,% CAROLYN SMITH,PO BOX 538,CHARLOTTE AMA,VI,00804-0538,0000,03,3,2000,202301,1,16,000000000,1,01,202312,0,0,02,0,12,0,0,0,D20,
660934382,CARIBBEAN VOLUNTEER SERVICES,% LAURIE CHRISTIAN,FREDERIKSTED VIRGIN ISLANDS 00841,BRITISH VIRGIN ISLANDS,,00000-0000,0000,03,3,1000,202011,1,16,000000000,1,01,202412,0,0,02,0,12,0,0,0,F99,
660934520,ASOCIACION DE RESEDENTES VILLAS DE ORO CAGUAS PR INC,% JOSE VARGAS,HC 7 BOX 34199,CAGUAS,PR,00727-9365,0000,03,3,1000,202006,1,16,000000000,1,01,202512,2,3,02,0,12,15669,27189,27189,W80,
660934587,INSTITUTO DE LIBERTAD ECONOMICA PARA PUERTO RICO INC,% JORGE L RODRIGUEZ,PO BOX 363232,SAN JUAN,PR,00936-3232,0000,03,3,1000,202006,1,15,000000000,1,01,202412,4,4,01,0,12,214876,365317,365317,P20,
660935887,PUERTO RICO RUGBY FOOTBALL UNION,% RUGBY PUERTO RICO,PO BOX 363192,SAN JUAN,PR,00936-3192,0000,03,3,1000,202205,1,16,000000000,1,01,202512,0,0,02,0,12,0,0,0,N60,RUGBY PUERTO RICO
660935960,ACADEMIA VIEQUES TENIS INC,,E52 CALLE PROGRESO,VIEQUES,PR,00765-0000,0000,03,3,2000,202509,1,16,000000000,1,01,,0,0,02,0,12,,,,N66,
660936261,SISTER AS AGENTS OF CHANGE INC,,PO BOX 302292,ST THOMAS,VI,00803-2292,0000,03,3,1000,202110,1,15,000000000,1,01,202512,0,0,02,0,12,0,0,0,P99,
660936262,COORDINADORA MORIVIVI INC,% RAMFIS J PEREZ,PO BOX 361329,SAN JUAN,PR,00936-1329,0000,03,3,1000,202405,1,15,000000000,1,01,202512,4,5,01,0,12,115322,903218,903218,P20,MORIVIVI
660936327,FUNDACION SALUD COMUNITARIA GCP INC,% GUILLERMINA CASTRO,1530 AVE EDUARDO RUBERTE,PONCE,PR,00716-0604,0000,03,3,2000,202202,1,15,000000000,1,01,202512,0,0,02,0,12,0,0,0,E11,
660936558,RED DE RADIOCOMUNICACIONES PARA EMERGENCIAS EN ARECIBO INC,% WIGBERTO RIVERA,PO BOX 230,BAJADERO,PR,00616-0230,0000,03,3,1000,202108,1,15,000000000,1,01,202507,0,0,02,0,07,0,0,0,M20,
660937173,NATURES EDUCATIONAL LABORATORY OF AMERICAN SAMOA INC,% NATASHA TUATOO-BARTLEY,PO BOX 1254,PAGO PAGO,AS,96799-1254,0000,03,3,1200,202012,1,15,000000000,1,01,202512,0,0,02,0,12,0,0,0,C60,
660937286,COOPERATIVA DE DEPORTES,,PO BOX 10427,PONCE,PR,00732-0427,0000,03,3,1200,202603,1,16,000000000,1,01,202512,0,0,02,0,12,0,0,0,B90,
660937678,FUNDACION RIMAS INC,,644 AVE FERNANDEZ JUNCOS,SAN JUAN,PR,00907-3103,0000,03,3,1200,202209,1,15,000000000,1,01,202412,4,6,01,0,12,427038,1067950,1067950,P20,
660938154,HOSPITAL MENONITA HUMACAO INC,,PO BOX 8630,HUMACAO,PR,00792-8630,0000,03,3,1200,202209,1,12,000000000,1,01,202503,9,9,01,0,03,86860298,106596306,63231553,E20,
